"","accessionversion","title","taxid","genus","childtaxa_name","createdate","complete","length","subname"
"5278","AY687369.1","lcl|AY687369.1_cds_AAV97999.1_1 [protein=spike glycoprotein] [protein_id=AAV97999.1] [location=1..3768] [gbkey=CDS]","305415","Betacoronavirus","SARS coronavirus C019","2005/07/08","complete_spike",3768,"palm civets"
"5279","AY687370.1","lcl|AY687370.1_cds_AAV98000.1_1 [protein=spike glycoprotein] [protein_id=AAV98000.1] [location=1..3768] [gbkey=CDS]","305416","Betacoronavirus","SARS coronavirus C025","2005/07/08","complete_spike",3768,"palm civets"
"5280","AY687371.1","lcl|AY687371.1_cds_AAV98001.1_1 [protein=spike glycoprotein] [protein_id=AAV98001.1] [location=1..3768] [gbkey=CDS]","305417","Betacoronavirus","SARS coronavirus C028","2005/07/08","complete_spike",3768,"palm civets"
"5281","AY687372.1","lcl|AY687372.1_cds_AAV98002.1_1 [protein=spike glycoprotein] [protein_id=AAV98002.1] [location=1..3768] [gbkey=CDS]","305418","Betacoronavirus","SARS coronavirus C029","2005/07/08","complete_spike",3768,"palm civets"
"5282","AY772062.1","lcl|AY772062.1_cds_AAX16192.1_3 [protein=spike glycoprotein S] [protein_id=AAX16192.1] [location=21502..25269] [gbkey=CDS]","312027","Betacoronavirus","SARS coronavirus WH20","2005/03/01","whole_genome",3768,"WH20"
"5283","LC315648.1","lcl|LC315648.1_cds_BBA20979.1_1 [gene=S] [protein=spike protein] [protein_id=BBA20979.1] [location=1531..5607] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2017/08/09","complete_spike",4077,"Tokyo/SGH-06/2015|HCoV-OC43|Japan: Tokyo|nasal swab using HBTE-ALI cells|2015"
"5284","KY983585.1","lcl|KY983585.1_cds_ARU07587.1_5 [protein=spike protein] [protein_id=ARU07587.1] [location=23618..27694] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2017/06/04","whole_genome",4077,"HCoV_OC43/Seattle/USA/SC2854/2015|Homo sapiens|HCoV-OC43|USA|2015"
"5285","KF923898.1","lcl|KF923898.1_cds_AIV41849.1_4 [gene=S] [protein=spike surface glycoprotein] [protein_id=AIV41849.1] [location=23640..27728] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/08/31","whole_genome",4089,"3184A/2012|Homo sapiens|HCoV-OC43|China: Beijing|nasopharyngeal aspirate|Mar-2012"
"5286","KF923906.1","lcl|KF923906.1_cds_AIV41897.1_4 [gene=S] [protein=spike surface glycoprotein] [protein_id=AIV41897.1] [location=23640..27728] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/02/06","whole_genome",4089,"3194A/2012|Homo sapiens|HCoV-OC43|China: Beijing|nasopharyngeal aspirate|Mar-2012"
"5287","KY983583.1","lcl|KY983583.1_cds_ARU07568.1_5 [protein=spike protein] [protein_id=ARU07568.1] [location=23614..27690] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2017/06/04","whole_genome",4077,"HCoV_OC43/Seattle/USA/SC2481/2015|Homo sapiens|HCoV-OC43|USA|2015"
"5288","KF923899.1","lcl|KF923899.1_cds_AIV41855.1_4 [gene=S] [protein=spike surface glycoprotein] [protein_id=AIV41855.1] [location=23640..27725] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/08/31","whole_genome",4086,"3582/2006|Homo sapiens|HCoV-OC43|China: Beijing|nasal and throat swab|Sep-2006"
"5289","MN306041.1","lcl|MN306041.1_cds_QEG03757.1_5 [protein=spike protein] [protein_id=QEG03757.1] [location=23649..27725] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2019/08/25","whole_genome",4077,"HCoV_OC43/Seattle/USA/SC0810/2019|Homo sapiens|HCoV-OC43|USA|2019"
"5290","KF923897.1","lcl|KF923897.1_cds_AIV41843.1_4 [gene=S] [protein=spike surface glycoprotein] [protein_id=AIV41843.1] [location=23640..27716] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/08/31","whole_genome",4077,"3269A/2012|Homo sapiens|HCoV-OC43|China: Beijing|nasopharyngeal aspirate|Jun-2012"
"5291","KF963241.1","lcl|KF963241.1_cds_AIX10760.1_1 [gene=S] [protein=Spike glycoprotein] [protein_id=AIX10760.1] [location=1..4089] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/06/05","complete_spike",4089,"HCoV-OC43/FRA_EPI/Caen/2010/12|HCoV-OC43|Homo sapiens|HCoV-OC43|France|17-Dec-2010"
"5292","KX538974.1","lcl|KX538974.1_cds_AQN78736.1_4 [gene=S] [protein=spike glycoprotein] [protein_id=AQN78736.1] [location=23640..27719] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2017/02/18","whole_genome",4080,"MY-U945/12|Homo sapiens|HCoV-OC43|Malaysia: Kuala Lumpur|nasopharyngeal swab|01-Aug-2012"
"5293","KF963237.1","lcl|KF963237.1_cds_AIX10756.1_1 [gene=S] [protein=Spike glycoprotein] [protein_id=AIX10756.1] [location=1..4089] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/06/05","complete_spike",4089,"HCoV-OC43/FRA_EPI/Caen/2006/08|HCoV-OC43|Homo sapiens|HCoV-OC43|France|12-Apr-2006"
"5294","KF923902.1","lcl|KF923902.1_cds_AIV41873.1_4 [gene=S] [protein=spike surface glycoprotein] [protein_id=AIV41873.1] [location=23640..27716] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/08/31","whole_genome",4077,"12689/2012|Homo sapiens|HCoV-OC43|China: Beijing|nasal and throat swab|May-2012"
"5295","KF530064.1","lcl|KF530064.1_cds_AGT51451.1_5 [gene=S] [protein=spike glycoprotein] [protein_id=AGT51451.1] [location=23624..27694] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2013/10/07","whole_genome",4071,"OC43/human/USA/9612-9/1996|2a|Homo sapiens; sex: F; age: 18Y|HCoV-OC43|USA: Nashville, TN|04-Dec-1996|passage history: P0"
"5296","KU745544.1","lcl|KU745544.1_cds_ANZ78845.1_1 [gene=S] [protein=spike protein] [protein_id=ANZ78845.1] [location=1..4077] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2019/02/28","complete_spike",4077,"4450A/2015|Homo sapiens|HCoV-OC43|China: Beijing|nasopharyngeal aspirate|Jun-2015"
"5297","KF572872.1","lcl|KF572872.1_cds_AIL49552.1_1 [gene=S] [protein=spike protein] [protein_id=AIL49552.1] [location=1..4077] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/02/06","complete_spike",4077,"978A_08|Homo sapiens|HCoV-OC43|China: Beijing|nasopharyngeal aspirate|Oct-2008"
"5298","KF530065.1","lcl|KF530065.1_cds_AGT51461.1_5 [gene=S] [protein=spike glycoprotein] [protein_id=AGT51461.1] [location=23624..27694] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2013/10/07","whole_genome",4071,"OC43/human/USA/901-41/1990|2a|Homo sapiens; sex: M; age: 17Y|HCoV-OC43|USA: Nashville, TN|17-Jan-1990|passage history: P0"
"5299","KF923901.1","lcl|KF923901.1_cds_AIV41867.1_4 [gene=S] [protein=spike surface glycoprotein] [protein_id=AIV41867.1] [location=23640..27716] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/08/31","whole_genome",4077,"5472/2007|Homo sapiens|HCoV-OC43|China: Beijing|nasal and throat swab|Jun-2007"
"5300","KF572845.1","lcl|KF572845.1_cds_AIL49525.1_1 [gene=S] [protein=spike protein] [protein_id=AIL49525.1] [location=1..4077] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/02/06","complete_spike",4077,"5331_07|Homo sapiens|HCoV-OC43|China: Beijing|nasal and throat swab|Mar-2007"
"5301","KF572840.1","lcl|KF572840.1_cds_AIL49520.1_1 [gene=S] [protein=spike protein] [protein_id=AIL49520.1] [location=1..4086] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/08/31","complete_spike",4086,"3098A_12|Homo sapiens|HCoV-OC43|China: Beijing|nasopharyngeal aspirate|Feb-2012"
"5302","MN306042.1","lcl|MN306042.1_cds_QEG03767.1_5 [protein=spike protein] [protein_id=QEG03767.1] [location=23649..27725] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2019/08/25","whole_genome",4077,"HCoV_OC43/Seattle/USA/SC0839/2019|Homo sapiens|HCoV-OC43|USA|2019"
"5303","KF572848.1","lcl|KF572848.1_cds_AIL49528.1_1 [gene=S] [protein=spike protein] [protein_id=AIL49528.1] [location=1..4077] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/02/06","complete_spike",4077,"5370_07|Homo sapiens|HCoV-OC43|China: Beijing|nasal and throat swab|Mar-2007"
"5304","KF572839.1","lcl|KF572839.1_cds_AIL49519.1_1 [gene=S] [protein=spike protein] [protein_id=AIL49519.1] [location=1..4077] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/02/06","complete_spike",4077,"2151A_10|Homo sapiens|HCoV-OC43|China: Beijing|nasopharyngeal aspirate|Jul-2010"
"5305","MG977451.1","lcl|MG977451.1_cds_AWW13566.1_4 [gene=S] [protein=spike protein] [protein_id=AWW13566.1] [location=23646..27725] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2018/07/02","whole_genome",4080,"TNP 12636|Homo sapiens|HCoV-OC43|Cote d'Ivoire|10-Dec-2016"
"5306","KU745547.1","lcl|KU745547.1_cds_ANZ78848.1_1 [gene=S] [protein=spike protein] [protein_id=ANZ78848.1] [location=1..4077] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2019/02/28","complete_spike",4077,"HB14018d7/2014|Homo sapiens|HCoV-OC43|China: Harbin|sputum|2014"
"5307","LC315647.1","lcl|LC315647.1_cds_BBA20976.1_1 [gene=S] [protein=spike protein] [protein_id=BBA20976.1] [location=906..4982] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2017/08/09","complete_spike",4077,"Tokyo/SGH-61/2014|HCoV-OC43|Japan: Tokyo|nasal swab using HBTE-ALI cells|2014"
"5308","KF572843.1","lcl|KF572843.1_cds_AIL49523.1_1 [gene=S] [protein=spike protein] [protein_id=AIL49523.1] [location=1..4077] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/02/06","complete_spike",4077,"4954_07|Homo sapiens|HCoV-OC43|China: Beijing|nasal and throat swab|Mar-2007"
"5309","KF963240.1","lcl|KF963240.1_cds_AIX10759.1_1 [gene=S] [protein=Spike glycoprotein] [protein_id=AIX10759.1] [location=1..4077] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/06/05","complete_spike",4077,"HCoV-OC43/FRA_EPI/Caen/2009/11|HCoV-OC43|Homo sapiens|HCoV-OC43|France|02-Nov-2009"
"5310","LC315646.1","lcl|LC315646.1_cds_BBA20973.1_1 [gene=S] [protein=spike protein] [protein_id=BBA20973.1] [location=1531..5607] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2017/08/09","complete_spike",4077,"Tokyo/SGH-36/2014|HCoV-OC43|Japan: Tokyo|nasal swab using HBTE-ALI cells|2014"
"5311","KF572842.1","lcl|KF572842.1_cds_AIL49522.1_1 [gene=S] [protein=spike protein] [protein_id=AIL49522.1] [location=1..4077] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/02/06","complete_spike",4077,"4795_07|Homo sapiens|HCoV-OC43|China: Beijing|nasal and throat swab|Mar-2007"
"5312","KF963238.1","lcl|KF963238.1_cds_AIX10757.1_1 [gene=S] [protein=Spike glycoprotein] [protein_id=AIX10757.1] [location=1..4089] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/06/05","complete_spike",4089,"HCoV-OC43/FRA_EPI/Caen/2007/09|HCoV-OC43|Homo sapiens|HCoV-OC43|France|16-Jun-2007"
"5313","MN306043.1","lcl|MN306043.1_cds_QEG03776.1_5 [protein=spike protein] [protein_id=QEG03776.1] [location=23638..27726] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2019/08/25","whole_genome",4089,"HCoV_OC43/Seattle/USA/SC0841/2019|Homo sapiens|HCoV-OC43|USA|2019"
"5314","KF963242.1","lcl|KF963242.1_cds_AIX10761.1_1 [gene=S] [protein=Spike glycoprotein] [protein_id=AIX10761.1] [location=1..4077] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/06/05","complete_spike",4077,"HCoV-OC43/FRA_EPI/Caen/2011/13|HCoV-OC43|Homo sapiens|HCoV-OC43|France|20-Nov-2011"
"5315","KF572816.1","lcl|KF572816.1_cds_AIL49496.1_1 [gene=S] [protein=spike protein] [protein_id=AIL49496.1] [location=1..4083] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/02/06","complete_spike",4083,"229_05|Homo sapiens|HCoV-OC43|China: Beijing|nasal and throat swab|Jun-2005"
"5316","KF923919.1","lcl|KF923919.1_cds_AIV41975.1_4 [gene=S] [protein=spike surface glycoprotein] [protein_id=AIV41975.1] [location=23640..27716] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/08/31","whole_genome",4077,"5595/2007|Homo sapiens|HCoV-OC43|China: Beijing|nasal and throat swab|Jul-2007"
"5317","KF923896.1","lcl|KF923896.1_cds_AIV41837.1_4 [gene=S] [protein=spike surface glycoprotein] [protein_id=AIV41837.1] [location=23640..27728] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/02/06","whole_genome",4089,"3074A/2012|Homo sapiens|HCoV-OC43|China: Beijing|nasopharyngeal aspirate|Feb-2012"
"5318","KF963239.1","lcl|KF963239.1_cds_AIX10758.1_1 [gene=S] [protein=Spike glycoprotein] [protein_id=AIX10758.1] [location=1..4089] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/06/05","complete_spike",4089,"HCoV-OC43/FRA_EPI/Caen/2008/10|HCoV-OC43|Homo sapiens|HCoV-OC43|France|17-Jan-2008"
"5319","MN306036.1","lcl|MN306036.1_cds_QEG03740.1_5 [protein=spike protein] [protein_id=QEG03740.1] [location=23614..27690] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2019/08/25","whole_genome",4077,"HCoV_OC43/Seattle/USA/SC0682/2019|Homo sapiens|HCoV-OC43|USA|2019"
"5320","AY391777.1","lcl|AY391777.1_cds_AAR01015.1_4 [gene=S] [protein=S protein] [protein_id=AAR01015.1] [location=23644..27729] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2003/10/22","whole_genome",4086,"ATCC VR-759|OC43|HCoV-OC43|prototype strain"
"5321","KF572871.1","lcl|KF572871.1_cds_AIL49551.1_1 [gene=S] [protein=spike protein] [protein_id=AIL49551.1] [location=1..4077] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/02/06","complete_spike",4077,"9138_09|Homo sapiens|HCoV-OC43|China: Beijing|nasal and throat swab|Oct-2009"
"5322","KF530069.1","lcl|KF530069.1_cds_AGT51501.1_5 [gene=S] [protein=spike glycoprotein] [protein_id=AGT51501.1] [location=23621..27706] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2013/10/07","whole_genome",4086,"OC43/human/USA/982-4/1998|2a|Homo sapiens; sex: F; age: 6Y|HCoV-OC43|USA: Nashville, TN|05-Feb-1998|passage history: P0"
"5323","JN129835.1","lcl|JN129835.1_cds_AEN19366.1_4 [gene=S] [protein=spike glycoprotein] [protein_id=AEN19366.1] [location=23640..27725] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2011/10/17","whole_genome",4086,"HK04-02|D|Homo sapiens|HCoV-OC43|China: Hong Kong|Nov-2004"
"5324","KX538973.1","lcl|KX538973.1_cds_AQN78728.1_4 [gene=S] [protein=spike glycoprotein] [protein_id=AQN78728.1] [location=23640..27719] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2017/02/18","whole_genome",4080,"MY-U868/12|Homo sapiens|HCoV-OC43|Malaysia: Kuala Lumpur|nasopharyngeal swab|16-Jul-2012"
"5325","JN129834.1","lcl|JN129834.1_cds_AEN19358.1_4 [gene=S] [protein=spike glycoprotein] [protein_id=AEN19358.1] [location=23628..27713] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2011/10/17","whole_genome",4086,"HK04-01|C|Homo sapiens|HCoV-OC43|China: Hong Kong|Nov-2004"
"5326","KU745540.1","lcl|KU745540.1_cds_ANZ78841.1_1 [gene=S] [protein=spike protein] [protein_id=ANZ78841.1] [location=1..4089] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2019/02/28","complete_spike",4089,"4400A/2015|Homo sapiens|HCoV-OC43|China: Beijing|nasopharyngeal aspirate|Apr-2015"
"5327","KX538975.1","lcl|KX538975.1_cds_AQN78744.1_4 [gene=S] [protein=spike glycoprotein] [protein_id=AQN78744.1] [location=23640..27719] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2017/02/18","whole_genome",4080,"MY-U1024/12|Homo sapiens|HCoV-OC43|Malaysia: Kuala Lumpur|nasopharyngeal swab|24-Aug-2012"
"5328","KF530063.1","lcl|KF530063.1_cds_AGT51441.1_5 [gene=S] [protein=spike glycoprotein] [protein_id=AGT51441.1] [location=23621..27706] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2013/10/07","whole_genome",4086,"OC43/human/USA/9612-48/1996|2a|Homo sapiens; sex: M; age: 50Y|HCoV-OC43|USA: Nashville, TN|30-Dec-1996|passage history: P0"
"5329","KF963235.1","lcl|KF963235.1_cds_AIX10754.1_1 [gene=S] [protein=Spike glycoprotein] [protein_id=AIX10754.1] [location=1..4086] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/06/05","complete_spike",4086,"HCoV-OC43/FRA_EPI/Caen/2004/06|HCoV-OC43|Homo sapiens|HCoV-OC43|France|20-Feb-2004"
"5330","KF963236.1","lcl|KF963236.1_cds_AIX10755.1_1 [gene=S] [protein=Spike glycoprotein] [protein_id=AIX10755.1] [location=1..4071] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/06/05","complete_spike",4071,"HCoV-OC43/FRA_EPI/Caen/2005/07|HCoV-OC43|Homo sapiens|HCoV-OC43|France|07-Feb-2005"
"5331","KF530066.1","lcl|KF530066.1_cds_AGT51471.1_5 [gene=S] [protein=spike glycoprotein] [protein_id=AGT51471.1] [location=23611..27681] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2013/10/07","whole_genome",4071,"OC43/human/USA/901-33/1990|2a|Homo sapiens; sex: M; age: 12Y|HCoV-OC43|USA: Nashville, TN|16-Jan-1990|passage history: P0"
"5332","KF572836.1","lcl|KF572836.1_cds_AIL49516.1_1 [gene=S] [protein=spike protein] [protein_id=AIL49516.1] [location=1..4077] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/02/06","complete_spike",4077,"1591A_09|Homo sapiens|HCoV-OC43|China: Beijing|nasopharyngeal aspirate|Aug-2009"
"5333","KU745538.1","lcl|KU745538.1_cds_ANZ78839.1_1 [gene=S] [protein=spike protein] [protein_id=ANZ78839.1] [location=1..4077] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2019/02/28","complete_spike",4077,"4068A/2014|Homo sapiens|HCoV-OC43|China: Beijing|nasopharyngeal aspirate|Apr-2014"
"5334","KJ958219.1","lcl|KJ958219.1_cds_AIX09807.1_4 [gene=S] [protein=spike glycoprotein] [protein_id=AIX09807.1] [location=23641..27717] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2014/11/19","whole_genome",4077,"LY342|Homo sapiens; sex:M; age:34Y|HCoV-OC43|China: Beijing|04-Oct-2011"
"5335","KF530068.1","lcl|KF530068.1_cds_AGT51491.1_5 [gene=S] [protein=spike glycoprotein] [protein_id=AGT51491.1] [location=23621..27706] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2013/10/07","whole_genome",4086,"OC43/human/USA/007-11/2000|2a|Homo sapiens; sex: M; age: 21Y|HCoV-OC43|USA: Nashville, TN|27-Jul-2000|passage history: P0"
"5336","KY983588.1","lcl|KY983588.1_cds_ARU07610.1_5 [protein=spike protein] [protein_id=ARU07610.1] [location=23614..27690] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2017/06/04","whole_genome",4077,"HCoV_OC43/Seattle/USA/SC3118/2015|Homo sapiens|HCoV-OC43|USA|2015"
"5337","KU745539.1","lcl|KU745539.1_cds_ANZ78840.1_1 [gene=S] [protein=spike protein] [protein_id=ANZ78840.1] [location=1..4077] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2019/02/28","complete_spike",4077,"4086A/2014|Homo sapiens|HCoV-OC43|China: Beijing|nasopharyngeal aspirate|Apr-2014"
"5338","KF923903.1","lcl|KF923903.1_cds_AIV41879.1_4 [gene=S] [protein=spike surface glycoprotein] [protein_id=AIV41879.1] [location=23640..27716] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/08/31","whole_genome",4077,"12691/2012|Homo sapiens|HCoV-OC43|China: Beijing|nasal and throat swab|May-2012"
"5339","KX538970.1","lcl|KX538970.1_cds_AQN78704.1_4 [gene=S] [protein=spike glycoprotein] [protein_id=AQN78704.1] [location=23640..27716] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2017/02/18","whole_genome",4077,"MY-U710/12|Homo sapiens|HCoV-OC43|Malaysia: Kuala Lumpur|nasopharyngeal swab|20-Jun-2012"
"5340","KF923895.1","lcl|KF923895.1_cds_AIV41831.1_4 [gene=S] [protein=spike surface glycoprotein] [protein_id=AIV41831.1] [location=23640..27734] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/08/31","whole_genome",4095,"10285/2010|Homo sapiens|HCoV-OC43|China: Beijing|nasal and throat swab|Jul-2010"
"5341","KF572841.1","lcl|KF572841.1_cds_AIL49521.1_1 [gene=S] [protein=spike protein] [protein_id=AIL49521.1] [location=1..4077] [gbkey=CDS]","31631","Betacoronavirus","Human coronavirus OC43","2015/02/06","complete_spike",4077,"3269A_12|Homo sapiens|HCoV-OC43|China: Beijing|nasopharyngeal aspirate|Jun-2012"
